Value,Label
Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo Lagtheyo,RomanNep
words are easy like the wind faithful friends are hard to find words are easy like the wind faithful friends,English
most men would rather deny a hard truth than face it most men would rather deny a hard truth than,English
Dubai najaane hamile banaako dress gaako kinna gaako salkaako kyaa risaaako Gaali kyaa laamo Dubai najaane hamile banaako dress gaako,RomanNep
there are some things you cant share without ending up liking each other and knocking out a twelvefoot mountain troll,English
declarations of love amuse me especially when unrequited declarations of love amuse me especially when unrequited declarations of love amuse,English
you believe in a book that has talking animals wizards witches demons sticks turning into snakes burning bushes food falling,English
start writing no matter what the water does not flow until the faucet is turned on start writing no matter,English
unbeing dead isnt being alive unbeing dead isnt being alive unbeing dead isnt being alive unbeing dead isnt being alive,English
bhawa sagarma parne poudi Jaha maulik bicharko mulya futi kaudi bhawa sagarma bhawa sagarma parne poudi Jaha maulik bicharko mulya,RomanNep
it is better to remain silent at the risk of being thought a fool than to talk and remove all,English
forbidden to remember terrified to forget it was a hard line to walk forbidden to remember terrified to forget it,English
i saw my life branching out before me like the green fig tree in the story from the tip of,English
i address you all tonight for who you truly are wizards mermaids travelers adventurers and magicians you are the true,English
the most authentic thing about us is our capacity to create to overcome to endure to transform to love and,English
if one cannot enjoy reading a book over and over again there is no use in reading it at all,English
im quite illiterate but i read a lot im quite illiterate but i read a lot im quite illiterate but,English
Narau yedi sariir rankada Chiso lagayera farkada janu Narau yedi sariir rankada Chiso lagayera farkada janu Narau yedi sariir rankada,RomanNep
Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko Satyataa chhopiyeko,RomanNep
what the hell is that i laughedits my fox hatyour fox hatyeah pudge my fox hatwhy are you wearing your,English
what i say is a town isnt a town without a bookstore it may call itself a town but unless,English
your visions will become clear only when you can look into your own heart who looks outside dreams who looks,English
ota korey hata chuinnu oi masaley dami jattha ota korey hata chuinnu oi masaley dami jattha ota korey hata chuinnu,RomanNep
and so it goes and so it goes and so it goes and so it goes and so it goes,English
some books should be tasted some devoured but only a few should be chewed and digested thoroughly some books should,English
when we dont know who to hate we hate ourselves when we dont know who to hate we hate ourselves,English
Jati ghochda chup lagne murti bhako sala runthi Jati ghochda chup lagne Jati ghochda chup lagne murti bhako sala runthi,RomanNep
i shut my eyes and all the world drops dead i lift my eyes and all is born again i,English
love is not affectionate feeling but a steady wish for the loved persons ultimate good as far as it can,English
i dont know half of you half as well as i should like and i like less than half of,English
we learn from failure not from success we learn from failure not from success we learn from failure not from,English
i dont want tea said clary with muffled force i want to find my mother and then i want to,English
one of the advantages of being disorganized is that one is always having surprising discoveries one of the advantages of,English
when you trip over love it is easy to get up but when you fall in love it is impossible,English
you never change your life until you step out of your comfort zone change begins at the end of your,English
you are not rich until you have a rich heart you are not rich until you have a rich heart,English
and in that moment i swear we were infinite and in that moment i swear we were infinite and in,English
i dont go out with strangers i saidgood thing i do ill pick you up at five i dont go,English
maybeyoull fall in love with me all over againhell i said i love you enough now what do you want,English
education the path from cocky ignorance to miserable uncertainty education the path from cocky ignorance to miserable uncertainty education the,English
vanity and pride are different things though the words are often used synonymously a person may be proud without being,English
i cant eat and i cant sleep im not doing well in terms of being a functional human you know,English
talent hits a target no one else can hit genius hits a target no one else can see talent hits,English
when you stop expecting people to be perfect you can like them for who they are when you stop expecting,English
it was not the feeling of completeness i so needed but the feeling of not being empty it was not,English
satye tyehi bolchhu sidha daraudina Matra bhagwan nikalne niskarsha Aryaghat sparsha satye tyehi bolchhu sidha daraudina Matra bhagwan nikalne niskarsha,RomanNep
there is no greater agony than bearing an untold story inside you there is no greater agony than bearing an,English
Aago nivaideu nivaideu uni vumika Bhool Bhauju Kukur Boka Chutkaari Aago nivaideu nivaideu Aago nivaideu nivaideu uni vumika Bhool Bhauju,RomanNep
naam garidiula Chahana bhannu Dhud naam garidiula Chahana naam garidiula Chahana bhannu Dhud naam garidiula Chahana naam garidiula Chahana bhannu,RomanNep
art enables us to find ourselves and lose ourselves at the same time art enables us to find ourselves and,English
people can lose their lives in libraries they ought to be warned people can lose their lives in libraries they,English
Safalta mero ash nai ta ho Sapana pani mero ash nai ta ho Jamana pani mero vhad vaila vo Safalta,RomanNep
